codigo_mes,mes,codigo_ca,comunidad_autonoma,codigo_provincia,provincia,codigo_municipio,municipio,total_paro_registrado,Paro_hombre_edad___25,Paro_hombre_edad_25__45,Paro_hombre_edad___45,Paro_mujer_edad___25,Paro_mujer_edad_25__45,Paro_mujer_edad___45,Paro_Agricultura,Paro_Industria,Paro_Construcci__n,Paro_Servicios,Paro_Sin_empleo_Anterior
201808,Agosto de 2018,12,Galicia,27,Lugo,27053,Ribeira de Piquín,16,0,3,8,0,1,4,2,2,3,9,0
201809,Septiembre de 2018,12,Galicia,27,Lugo,27053,Ribeira de Piquín,17,2,3,7,0,1,4,3,2,2,9,1
201810,Octubre de 2018,12,Galicia,27,Lugo,27053,Ribeira de Piquín,16,1,2,8,0,2,3,2,2,3,8,1
201811,Noviembre de 2018,12,Galicia,27,Lugo,27053,Ribeira de Piquín,20,0,4,10,0,2,4,2,2,3,13,0
201812,Diciembre de 2018,12,Galicia,27,Lugo,27053,Ribeira de Piquín,21,0,4,10,0,3,4,2,2,3,14,0
201801,Enero de 2018,12,Galicia,27,Lugo,27047,"Pobra do Brollón, A",89,2,19,28,1,16,23,9,6,11,50,13
201802,Febrero de 2018,12,Galicia,27,Lugo,27047,"Pobra do Brollón, A",90,3,21,25,3,16,22,10,5,8,54,13
201803,Marzo de 2018,12,Galicia,27,Lugo,27047,"Pobra do Brollón, A",86,3,19,25,2,15,22,10,7,5,52,12
201804,Abril de 2018,12,Galicia,27,Lugo,27047,"Pobra do Brollón, A",79,2,16,26,2,12,21,10,6,5,49,9
201805,Mayo de 2018,12,Galicia,27,Lugo,27047,"Pobra do Brollón, A",84,2,18,26,1,15,22,10,7,6,51,10
201806,Junio de 2018,12,Galicia,27,Lugo,27047,"Pobra do Brollón, A",81,4,16,24,1,14,22,8,6,6,50,11
201807,Julio de 2018,12,Galicia,27,Lugo,27047,"Pobra do Brollón, A",71,3,11,25,1,9,22,8,7,6,40,10
201808,Agosto de 2018,12,Galicia,27,Lugo,27047,"Pobra do Brollón, A",75,3,13,26,1,11,21,8,7,5,44,11
201809,Septiembre de 2018,12,Galicia,27,Lugo,27047,"Pobra do Brollón, A",78,2,12,25,3,12,24,8,7,4,46,13
201810,Octubre de 2018,12,Galicia,27,Lugo,27047,"Pobra do Brollón, A",79,4,12,24,2,15,22,9,7,3,48,12
201811,Noviembre de 2018,12,Galicia,27,Lugo,27047,"Pobra do Brollón, A",79,4,11,25,3,14,22,8,6,4,51,10
201812,Diciembre de 2018,12,Galicia,27,Lugo,27047,"Pobra do Brollón, A",85,5,12,26,3,17,22,9,6,5,55,10
201801,Enero de 2018,12,Galicia,27,Lugo,27045,Pedrafita do Cebreiro,57,3,13,22,0,7,12,4,3,11,38,1
201802,Febrero de 2018,12,Galicia,27,Lugo,27045,Pedrafita do Cebreiro,57,3,13,22,0,8,11,4,3,11,37,2
201803,Marzo de 2018,12,Galicia,27,Lugo,27045,Pedrafita do Cebreiro,54,3,11,25,0,6,9,4,3,10,35,2
201804,Abril de 2018,12,Galicia,27,Lugo,27045,Pedrafita do Cebreiro,51,1,11,25,0,7,7,4,2,11,32,2
201805,Mayo de 2018,12,Galicia,27,Lugo,27045,Pedrafita do Cebreiro,46,2,11,22,0,4,7,4,2,9,28,3
201806,Junio de 2018,12,Galicia,27,Lugo,27045,Pedrafita do Cebreiro,41,1,9,19,0,3,9,3,3,9,23,3
201807,Julio de 2018,12,Galicia,27,Lugo,27045,Pedrafita do Cebreiro,35,0,5,17,0,4,9,2,2,8,20,3
201808,Agosto de 2018,12,Galicia,27,Lugo,27045,Pedrafita do Cebreiro,37,0,7,18,0,4,8,3,2,9,21,2
201809,Septiembre de 2018,12,Galicia,27,Lugo,27045,Pedrafita do Cebreiro,33,0,6,16,0,4,7,3,1,9,18,2
201810,Octubre de 2018,12,Galicia,27,Lugo,27045,Pedrafita do Cebreiro,37,1,7,14,0,7,8,3,1,7,24,2
201811,Noviembre de 2018,12,Galicia,27,Lugo,27045,Pedrafita do Cebreiro,37,0,7,17,0,5,8,3,1,6,26,1
201812,Diciembre de 2018,12,Galicia,27,Lugo,27045,Pedrafita do Cebreiro,38,0,7,18,0,5,8,3,1,7,26,1
201801,Enero de 2018,1,Andalucia,23,Jaén,23074,Rus,230,6,17,40,11,70,86,33,15,16,144,22
201802,Febrero de 2018,1,Andalucia,23,Jaén,23074,Rus,282,13,40,61,9,72,87,74,19,19,147,23
201803,Marzo de 2018,1,Andalucia,23,Jaén,23074,Rus,292,17,38,70,8,72,87,76,23,22,146,25
201804,Abril de 2018,1,Andalucia,23,Jaén,23074,Rus,273,17,32,55,8,68,93,62,19,16,151,25
201805,Mayo de 2018,1,Andalucia,23,Jaén,23074,Rus,272,14,33,55,13,70,87,48,14,18,164,28
201806,Junio de 2018,1,Andalucia,23,Jaén,23074,Rus,263,17,31,53,13,68,81,36,10,21,170,26
201807,Julio de 2018,1,Andalucia,23,Jaén,23074,Rus,261,19,30,53,15,65,79,37,15,19,163,27
201808,Agosto de 2018,1,Andalucia,23,Jaén,23074,Rus,261,19,31,44,16,72,79,36,19,11,166,29
201809,Septiembre de 2018,1,Andalucia,23,Jaén,23074,Rus,273,18,36,44,15,79,81,30,21,17,175,30
201810,Octubre de 2018,1,Andalucia,23,Jaén,23074,Rus,290,16,39,51,16,84,84,38,24,14,185,29
201811,Noviembre de 2018,1,Andalucia,23,Jaén,23074,Rus,284,13,47,59,13,74,78,30,21,25,181,27
201812,Diciembre de 2018,1,Andalucia,23,Jaén,23074,Rus,195,3,16,21,10,63,82,13,12,6,142,22
201801,Enero de 2018,1,Andalucia,23,Jaén,23009,Baeza,1053,24,114,145,64,353,353,127,68,51,680,127
201802,Febrero de 2018,1,Andalucia,23,Jaén,23009,Baeza,1182,38,180,211,59,355,339,270,74,58,654,126
201803,Marzo de 2018,1,Andalucia,23,Jaén,23009,Baeza,1223,38,198,222,61,358,346,292,84,61,658,128
201804,Abril de 2018,1,Andalucia,23,Jaén,23009,Baeza,1224,39,200,205,63,367,350,274,81,57,688,124
201805,Mayo de 2018,1,Andalucia,23,Jaén,23009,Baeza,1203,39,175,208,60,372,349,235,77,56,702,133
201806,Junio de 2018,1,Andalucia,23,Jaén,23009,Baeza,1220,47,182,202,68,368,353,239,80,52,711,138
201807,Julio de 2018,1,Andalucia,23,Jaén,23009,Baeza,1224,54,183,204,72,370,341,222,78,49,730,145
201808,Agosto de 2018,1,Andalucia,23,Jaén,23009,Baeza,1220,49,187,207,71,369,337,199,80,59,741,141
201809,Septiembre de 2018,1,Andalucia,23,Jaén,23009,Baeza,1252,57,191,208,74,377,345,207,70,65,755,155
201810,Octubre de 2018,1,Andalucia,23,Jaén,23009,Baeza,1260,58,186,210,74,395,337,203,79,70,758,150
201811,Noviembre de 2018,1,Andalucia,23,Jaén,23009,Baeza,1219,48,178,212,61,378,342,201,69,66,737,146
201812,Diciembre de 2018,1,Andalucia,23,Jaén,23009,Baeza,992,18,98,149,53,340,334,104,66,58,639,125
201801,Enero de 2018,1,Andalucia,23,Jaén,23045,Huesa,50,5,6,15,6,10,8,21,0,8,20,1
201802,Febrero de 2018,1,Andalucia,23,Jaén,23045,Huesa,71,3,15,26,6,11,10,40,1,7,23,0
201803,Marzo de 2018,1,Andalucia,23,Jaén,23045,Huesa,81,5,18,28,7,15,8,43,3,9,24,2
201804,Abril de 2018,1,Andalucia,23,Jaén,23045,Huesa,75,5,16,24,8,14,8,36,2,8,25,4
201805,Mayo de 2018,1,Andalucia,23,Jaén,23045,Huesa,73,4,16,22,9,12,10,33,3,9,24,4
201806,Junio de 2018,1,Andalucia,23,Jaén,23045,Huesa,73,6,13,22,7,15,10,31,2,8,24,8
201807,Julio de 2018,1,Andalucia,23,Jaén,23045,Huesa,71,7,14,22,7,10,11,32,1,6,24,8
201808,Agosto de 2018,1,Andalucia,23,Jaén,23045,Huesa,64,6,10,20,6,10,12,26,1,8,22,7
201809,Septiembre de 2018,1,Andalucia,23,Jaén,23045,Huesa,56,4,9,17,4,13,9,26,1,6,16,7
201810,Octubre de 2018,1,Andalucia,23,Jaén,23045,Huesa,75,4,21,19,5,16,10,28,0,12,31,4
201811,Noviembre de 2018,1,Andalucia,23,Jaén,23045,Huesa,57,2,14,13,4,14,10,15,1,8,31,2
201812,Diciembre de 2018,1,Andalucia,23,Jaén,23045,Huesa,33,1,6,9,2,8,7,8,0,5,19,1
201801,Enero de 2018,1,Andalucia,23,Jaén,23046,Ibros,172,3,18,32,14,60,45,20,13,61,61,17
201802,Febrero de 2018,1,Andalucia,23,Jaén,23046,Ibros,216,12,28,43,19,61,53,53,15,64,63,21
201803,Marzo de 2018,1,Andalucia,23,Jaén,23046,Ibros,247,23,35,49,19,61,60,67,14,72,68,26
201804,Abril de 2018,1,Andalucia,23,Jaén,23046,Ibros,249,22,35,50,23,62,57,62,11,71,78,27
201805,Mayo de 2018,1,Andalucia,23,Jaén,23046,Ibros,231,17,29,50,21,60,54,55,13,67,71,25
201806,Junio de 2018,1,Andalucia,23,Jaén,23046,Ibros,221,14,28,44,21,62,52,52,14,69,62,24
201807,Julio de 2018,1,Andalucia,23,Jaén,23046,Ibros,220,13,29,41,22,62,53,49,11,74,62,24
201808,Agosto de 2018,1,Andalucia,23,Jaén,23046,Ibros,213,15,28,40,20,58,52,46,15,72,58,22
201809,Septiembre de 2018,1,Andalucia,23,Jaén,23046,Ibros,217,19,21,42,18,62,55,41,13,75,64,24
201810,Octubre de 2018,1,Andalucia,23,Jaén,23046,Ibros,237,25,26,46,16,68,56,45,15,82,73,22
201811,Noviembre de 2018,1,Andalucia,23,Jaén,23046,Ibros,231,17,25,45,18,68,58,42,15,80,73,21
201812,Diciembre de 2018,1,Andalucia,23,Jaén,23046,Ibros,165,6,10,24,15,65,45,16,8,65,57,19
201801,Enero de 2018,1,Andalucia,23,Jaén,23050,Jaén,9317,367,1605,1547,449,2862,2487,584,558,551,6571,1053
201802,Febrero de 2018,1,Andalucia,23,Jaén,23050,Jaén,9684,402,1807,1666,462,2877,2470,956,567,541,6551,1069
201803,Marzo de 2018,1,Andalucia,23,Jaén,23050,Jaén,9844,422,1913,1748,459,2809,2493,1066,590,590,6514,1084
201804,Abril de 2018,1,Andalucia,23,Jaén,23050,Jaén,9758,425,1842,1754,478,2816,2443,1033,554,553,6519,1099
201805,Mayo de 2018,1,Andalucia,23,Jaén,23050,Jaén,9620,421,1827,1723,459,2742,2448,967,561,551,6428,1113
201806,Junio de 2018,1,Andalucia,23,Jaén,23050,Jaén,9367,388,1721,1661,424,2738,2435,873,523,520,6405,1046
201807,Julio de 2018,1,Andalucia,23,Jaén,23050,Jaén,9407,381,1729,1665,444,2749,2439,837,508,513,6476,1073
201808,Agosto de 2018,1,Andalucia,23,Jaén,23050,Jaén,9458,380,1787,1693,445,2755,2398,788,522,545,6528,1075
201809,Septiembre de 2018,1,Andalucia,23,Jaén,23050,Jaén,9658,406,1845,1692,490,2792,2433,722,531,560,6704,1141
201810,Octubre de 2018,1,Andalucia,23,Jaén,23050,Jaén,9803,418,1865,1692,489,2836,2503,720,529,563,6855,1136
201811,Noviembre de 2018,1,Andalucia,23,Jaén,23050,Jaén,9341,324,1691,1604,430,2790,2502,593,511,535,6674,1028
201812,Diciembre de 2018,1,Andalucia,23,Jaén,23050,Jaén,8526,269,1378,1457,393,2642,2387,427,491,512,6130,966
201801,Enero de 2018,1,Andalucia,23,Jaén,23054,Larva,8,1,1,1,2,0,3,3,0,0,5,0
201802,Febrero de 2018,1,Andalucia,23,Jaén,23054,Larva,15,2,2,1,3,3,4,7,0,0,8,0
201803,Marzo de 2018,1,Andalucia,23,Jaén,23054,Larva,15,1,2,1,3,4,4,7,0,0,8,0
201804,Abril de 2018,1,Andalucia,23,Jaén,23054,Larva,8,1,0,1,3,2,1,4,0,0,4,0
201805,Mayo de 2018,1,Andalucia,23,Jaén,23054,Larva,10,0,1,1,4,2,2,4,0,0,6,0
201806,Junio de 2018,1,Andalucia,23,Jaén,23054,Larva,6,1,1,0,2,1,1,1,0,0,4,1
201807,Julio de 2018,1,Andalucia,23,Jaén,23054,Larva,11,0,4,1,3,1,2,2,0,0,9,0
201808,Agosto de 2018,1,Andalucia,23,Jaén,23054,Larva,13,1,3,1,4,2,2,2,0,0,11,0
201809,Septiembre de 2018,1,Andalucia,23,Jaén,23054,Larva,14,1,5,1,3,2,2,2,0,0,12,0
201810,Octubre de 2018,1,Andalucia,23,Jaén,23054,Larva,12,1,4,0,1,4,2,2,0,0,10,0
201811,Noviembre de 2018,1,Andalucia,23,Jaén,23054,Larva,6,2,1,1,0,1,1,0,0,0,6,0
201812,Diciembre de 2018,1,Andalucia,23,Jaén,23054,Larva,6,2,0,1,0,2,1,0,0,1,5,0
201801,Enero de 2018,1,Andalucia,23,Jaén,23082,Siles,136,9,18,28,11,33,37,29,3,9,88,7
201802,Febrero de 2018,1,Andalucia,23,Jaén,23082,Siles,153,14,23,34,10,35,37,45,3,14,84,7
201803,Marzo de 2018,1,Andalucia,23,Jaén,23082,Siles,164,17,23,36,10,35,43,51,3,14,89,7
201804,Abril de 2018,1,Andalucia,23,Jaén,23082,Siles,162,14,24,36,11,34,43,42,3,14,98,5
201805,Mayo de 2018,1,Andalucia,23,Jaén,23082,Siles,143,13,14,37,8,29,42,36,2,14,85,6
201806,Junio de 2018,1,Andalucia,23,Jaén,23082,Siles,138,14,16,34,8,26,40,36,3,15,77,7
201807,Julio de 2018,1,Andalucia,23,Jaén,23082,Siles,134,13,14,33,4,27,43,34,2,10,81,7
201808,Agosto de 2018,1,Andalucia,23,Jaén,23082,Siles,135,10,20,35,3,29,38,34,1,13,81,6
201809,Septiembre de 2018,1,Andalucia,23,Jaén,23082,Siles,132,12,17,34,2,29,38,32,1,12,82,5
201810,Octubre de 2018,1,Andalucia,23,Jaén,23082,Siles,138,11,18,35,5,31,38,31,1,16,86,4
201811,Noviembre de 2018,1,Andalucia,23,Jaén,23082,Siles,130,10,12,34,7,28,39,27,8,11,79,5
201812,Diciembre de 2018,1,Andalucia,23,Jaén,23082,Siles,102,3,8,24,4,24,39,18,7,10,64,3
201801,Enero de 2018,1,Andalucia,23,Jaén,23006,Arjona,170,8,20,28,16,62,36,43,13,8,86,20
201802,Febrero de 2018,1,Andalucia,23,Jaén,23006,Arjona,271,20,49,59,26,75,42,127,20,11,88,25
201803,Marzo de 2018,1,Andalucia,23,Jaén,23006,Arjona,269,22,46,61,22,75,43,112,23,15,94,25
201804,Abril de 2018,1,Andalucia,23,Jaén,23006,Arjona,257,23,46,48,21,72,47,105,20,11,93,28
201805,Mayo de 2018,1,Andalucia,23,Jaén,23006,Arjona,254,17,50,49,21,67,50,96,21,13,99,25
201806,Junio de 2018,1,Andalucia,23,Jaén,23006,Arjona,251,14,50,51,19,70,47,94,23,14,97,23
201807,Julio de 2018,1,Andalucia,23,Jaén,23006,Arjona,270,16,55,59,22,75,43,86,22,19,118,25
201808,Agosto de 2018,1,Andalucia,23,Jaén,23006,Arjona,302,19,70,65,22,82,44,83,34,27,129,29
201809,Septiembre de 2018,1,Andalucia,23,Jaén,23006,Arjona,287,25,48,56,27,81,50,77,21,12,143,34
201810,Octubre de 2018,1,Andalucia,23,Jaén,23006,Arjona,285,22,53,57,24,85,44,74,17,15,146,33
201811,Noviembre de 2018,1,Andalucia,23,Jaén,23006,Arjona,251,20,40,48,21,76,46,65,16,12,128,30
201812,Diciembre de 2018,1,Andalucia,23,Jaén,23006,Arjona,149,6,15,22,14,55,37,30,13,11,72,23
201801,Enero de 2018,1,Andalucia,23,Jaén,23018,Cambil,116,3,10,24,11,47,21,24,10,7,65,10
201802,Febrero de 2018,1,Andalucia,23,Jaén,23018,Cambil,147,4,16,45,14,46,22,53,9,9,66,10
201803,Marzo de 2018,1,Andalucia,23,Jaén,23018,Cambil,166,5,27,56,15,40,23,70,7,8,70,11
201804,Abril de 2018,1,Andalucia,23,Jaén,23018,Cambil,154,4,22,50,15,39,24,60,8,6,68,12
201805,Mayo de 2018,1,Andalucia,23,Jaén,23018,Cambil,157,5,26,48,14,41,23,60,7,11,67,12
201806,Junio de 2018,1,Andalucia,23,Jaén,23018,Cambil,154,6,26,52,8,42,20,56,8,13,66,11
201807,Julio de 2018,1,Andalucia,23,Jaén,23018,Cambil,156,5,28,51,9,42,21,50,7,16,73,10
201808,Agosto de 2018,1,Andalucia,23,Jaén,23018,Cambil,173,5,31,57,12,45,23,49,8,23,79,14
201809,Septiembre de 2018,1,Andalucia,23,Jaén,23018,Cambil,183,8,33,58,13,46,25,52,6,23,87,15
201810,Octubre de 2018,1,Andalucia,23,Jaén,23018,Cambil,188,8,38,57,16,44,25,50,8,21,91,18
201811,Noviembre de 2018,1,Andalucia,23,Jaén,23018,Cambil,159,4,32,42,14,42,25,39,9,13,82,16
201812,Diciembre de 2018,1,Andalucia,23,Jaén,23018,Cambil,121,3,19,26,12,37,24,23,8,8,68,14
201801,Enero de 2018,1,Andalucia,23,Jaén,23020,Canena,101,5,6,9,5,37,39,14,5,2,65,15
201802,Febrero de 2018,1,Andalucia,23,Jaén,23020,Canena,129,7,22,13,7,41,39,38,7,3,65,16
201803,Marzo de 2018,1,Andalucia,23,Jaén,23020,Canena,124,7,21,13,6,39,38,32,7,4,67,14
201804,Abril de 2018,1,Andalucia,23,Jaén,23020,Canena,117,8,14,10,4,41,40,28,8,3,64,14
201805,Mayo de 2018,1,Andalucia,23,Jaén,23020,Canena,112,6,12,7,4,40,43,26,8,3,61,14
201806,Junio de 2018,1,Andalucia,23,Jaén,23020,Canena,111,8,14,7,5,39,38,30,9,2,54,16
201807,Julio de 2018,1,Andalucia,23,Jaén,23020,Canena,113,6,18,9,7,36,37,31,8,1,56,17
201808,Agosto de 2018,1,Andalucia,23,Jaén,23020,Canena,119,7,18,10,7,37,40,26,8,2,68,15
201809,Septiembre de 2018,1,Andalucia,23,Jaén,23020,Canena,121,5,18,10,10,38,40,24,7,3,68,19
201810,Octubre de 2018,1,Andalucia,23,Jaén,23020,Canena,122,7,24,10,9,33,39,28,9,3,62,20
201811,Noviembre de 2018,1,Andalucia,23,Jaén,23020,Canena,113,3,22,10,8,34,36,16,10,5,65,17
201812,Diciembre de 2018,1,Andalucia,23,Jaén,23020,Canena,96,3,8,8,6,36,35,9,6,2,64,15
201801,Enero de 2018,1,Andalucia,23,Jaén,23043,Hornos,26,1,3,5,3,5,9,6,0,1,17,2
201802,Febrero de 2018,1,Andalucia,23,Jaén,23043,Hornos,29,5,3,4,3,4,10,5,0,1,19,4
201803,Marzo de 2018,1,Andalucia,23,Jaén,23043,Hornos,32,6,5,4,3,5,9,6,1,1,20,4
201804,Abril de 2018,1,Andalucia,23,Jaén,23043,Hornos,30,5,5,5,2,3,10,5,0,1,21,3
201805,Mayo de 2018,1,Andalucia,23,Jaén,23043,Hornos,19,1,2,5,1,2,8,3,0,1,14,1
201806,Junio de 2018,1,Andalucia,23,Jaén,23043,Hornos,20,4,2,4,0,2,8,2,0,1,15,2
201807,Julio de 2018,1,Andalucia,23,Jaén,23043,Hornos,22,6,1,4,1,1,9,2,0,1,17,2
201808,Agosto de 2018,1,Andalucia,23,Jaén,23043,Hornos,26,8,1,4,1,3,9,3,0,1,20,2
201809,Septiembre de 2018,1,Andalucia,23,Jaén,23043,Hornos,21,5,1,3,1,2,9,3,0,1,15,2
201810,Octubre de 2018,1,Andalucia,23,Jaén,23043,Hornos,23,4,1,4,2,4,8,4,0,1,16,2
201811,Noviembre de 2018,1,Andalucia,23,Jaén,23043,Hornos,18,0,1,3,2,4,8,4,0,1,11,2
201812,Diciembre de 2018,1,Andalucia,23,Jaén,23043,Hornos,16,0,2,2,1,2,9,2,0,1,12,1
201801,Enero de 2018,1,Andalucia,23,Jaén,23044,Huelma,346,11,30,52,22,127,104,68,45,12,186,35
201802,Febrero de 2018,1,Andalucia,23,Jaén,23044,Huelma,399,18,41,83,20,136,101,123,44,10,186,36
201803,Marzo de 2018,1,Andalucia,23,Jaén,23044,Huelma,445,22,58,95,24,138,108,150,44,16,196,39
201804,Abril de 2018,1,Andalucia,23,Jaén,23044,Huelma,441,23,60,89,25,139,105,148,47,12,192,42
201805,Mayo de 2018,1,Andalucia,23,Jaén,23044,Huelma,444,20,46,100,27,145,106,135,45,20,207,37
201806,Junio de 2018,1,Andalucia,23,Jaén,23044,Huelma,436,21,48,97,22,142,106,140,44,15,203,34
201807,Julio de 2018,1,Andalucia,23,Jaén,23044,Huelma,428,19,50,89,21,140,109,130,43,15,208,32
201808,Agosto de 2018,1,Andalucia,23,Jaén,23044,Huelma,447,19,59,98,18,149,104,118,51,24,223,31
201809,Septiembre de 2018,1,Andalucia,23,Jaén,23044,Huelma,454,24,59,86,23,152,110,110,48,15,249,32
201810,Octubre de 2018,1,Andalucia,23,Jaén,23044,Huelma,459,27,68,90,21,142,111,123,45,16,239,36
201811,Noviembre de 2018,1,Andalucia,23,Jaén,23044,Huelma,407,17,57,75,23,126,109,85,47,23,218,34
201812,Diciembre de 2018,1,Andalucia,23,Jaén,23044,Huelma,325,6,30,52,24,110,103,58,40,18,177,32
201801,Enero de 2018,1,Andalucia,23,Jaén,23052,Jimena,49,1,3,11,7,17,10,9,4,1,35,0
201802,Febrero de 2018,1,Andalucia,23,Jaén,23052,Jimena,59,3,8,11,6,22,9,20,4,1,34,0
201803,Marzo de 2018,1,Andalucia,23,Jaén,23052,Jimena,71,6,8,13,4,26,14,23,5,1,42,0
201804,Abril de 2018,1,Andalucia,23,Jaén,23052,Jimena,61,6,9,12,2,17,15,18,2,1,40,0
201805,Mayo de 2018,1,Andalucia,23,Jaén,23052,Jimena,64,6,10,11,4,18,15,18,1,0,44,1
201806,Junio de 2018,1,Andalucia,23,Jaén,23052,Jimena,70,4,10,11,4,27,14,17,1,1,48,3
201807,Julio de 2018,1,Andalucia,23,Jaén,23052,Jimena,68,2,10,13,6,23,14,14,1,1,51,1
201808,Agosto de 2018,1,Andalucia,23,Jaén,23052,Jimena,70,2,11,15,6,22,14,15,2,3,49,1
201809,Septiembre de 2018,1,Andalucia,23,Jaén,23052,Jimena,66,4,13,12,4,20,13,13,1,2,48,2
201810,Octubre de 2018,1,Andalucia,23,Jaén,23052,Jimena,64,3,11,9,3,25,13,10,2,1,51,0
201811,Noviembre de 2018,1,Andalucia,23,Jaén,23052,Jimena,51,1,8,8,0,23,11,6,2,1,42,0
201812,Diciembre de 2018,1,Andalucia,23,Jaén,23052,Jimena,38,1,3,5,1,18,10,2,3,1,32,0
201801,Enero de 2018,1,Andalucia,23,Jaén,23053,Jódar,404,19,49,74,48,117,97,115,14,29,217,29
201802,Febrero de 2018,1,Andalucia,23,Jaén,23053,Jódar,609,36,111,134,64,163,101,293,16,35,234,31
201803,Marzo de 2018,1,Andalucia,23,Jaén,23053,Jódar,688,43,132,153,59,189,112,307,21,58,268,34
201804,Abril de 2018,1,Andalucia,23,Jaén,23053,Jódar,618,36,96,151,48,176,111,238,17,63,268,32
201805,Mayo de 2018,1,Andalucia,23,Jaén,23053,Jódar,577,29,92,130,48,166,112,185,20,75,264,33
201806,Junio de 2018,1,Andalucia,23,Jaén,23053,Jódar,637,44,106,146,54,182,105,219,21,93,260,44
201807,Julio de 2018,1,Andalucia,23,Jaén,23053,Jódar,657,50,116,144,66,170,111,231,24,103,252,47
201808,Agosto de 2018,1,Andalucia,23,Jaén,23053,Jódar,670,55,126,151,56,173,109,206,22,117,280,45
201809,Septiembre de 2018,1,Andalucia,23,Jaén,23053,Jódar,487,32,54,100,54,144,103,106,11,68,257,45
201810,Octubre de 2018,1,Andalucia,23,Jaén,23053,Jódar,683,47,125,148,68,182,113,241,12,94,289,47
201811,Noviembre de 2018,1,Andalucia,23,Jaén,23053,Jódar,536,25,94,109,57,148,103,154,12,88,243,39
201812,Diciembre de 2018,1,Andalucia,23,Jaén,23053,Jódar,327,8,34,46,37,108,94,64,10,36,187,30
201801,Enero de 2018,1,Andalucia,23,Jaén,23056,Lopera,120,4,18,20,20,38,20,17,8,7,75,13
201802,Febrero de 2018,1,Andalucia,23,Jaén,23056,Lopera,193,14,38,55,19,48,19,89,9,7,79,9
201803,Marzo de 2018,1,Andalucia,23,Jaén,23056,Lopera,191,14,38,56,17,49,17,81,9,7,82,12
201804,Abril de 2018,1,Andalucia,23,Jaén,23056,Lopera,183,15,35,49,16,52,16,78,7,5,83,10
201805,Mayo de 2018,1,Andalucia,23,Jaén,23056,Lopera,184,14,35,49,17,52,17,63,4,8,98,11
201806,Junio de 2018,1,Andalucia,23,Jaén,23056,Lopera,198,18,31,55,26,49,19,61,9,10,99,19
201807,Julio de 2018,1,Andalucia,23,Jaén,23056,Lopera,201,19,35,47,25,57,18,56,12,9,110,14
201808,Agosto de 2018,1,Andalucia,23,Jaén,23056,Lopera,218,17,35,57,26,65,18,58,11,17,124,8
201809,Septiembre de 2018,1,Andalucia,23,Jaén,23056,Lopera,209,14,40,49,25,64,17,52,8,11,129,9
201810,Octubre de 2018,1,Andalucia,23,Jaén,23056,Lopera,237,16,52,55,27,70,17,60,9,12,144,12
201811,Noviembre de 2018,1,Andalucia,23,Jaén,23056,Lopera,191,7,33,48,22,64,17,43,7,9,121,11
201812,Diciembre de 2018,1,Andalucia,23,Jaén,23056,Lopera,137,3,23,24,15,54,18,17,6,9,95,10
201801,Enero de 2018,1,Andalucia,23,Jaén,23060,Martos,1356,86,165,156,119,455,375,178,340,35,666,137
201802,Febrero de 2018,1,Andalucia,23,Jaén,23060,Martos,1573,118,233,233,124,487,378,337,347,33,715,141
201803,Marzo de 2018,1,Andalucia,23,Jaén,23060,Martos,1666,115,282,235,128,519,387,357,382,40,743,144
201804,Abril de 2018,1,Andalucia,23,Jaén,23060,Martos,1614,125,250,228,125,488,398,309,380,40,745,140
201805,Mayo de 2018,1,Andalucia,23,Jaén,23060,Martos,1584,112,254,218,125,478,397,282,380,39,741,142
201806,Junio de 2018,1,Andalucia,23,Jaén,23060,Martos,1608,122,273,222,114,484,393,277,390,40,758,143
201807,Julio de 2018,1,Andalucia,23,Jaén,23060,Martos,1665,118,276,237,132,509,393,271,405,43,792,154
201808,Agosto de 2018,1,Andalucia,23,Jaén,23060,Martos,1751,115,321,266,137,513,399,242,403,120,834,152
201809,Septiembre de 2018,1,Andalucia,23,Jaén,23060,Martos,1776,124,308,231,158,550,405,214,495,51,853,163
201810,Octubre de 2018,1,Andalucia,23,Jaén,23060,Martos,1974,141,355,261,183,601,433,227,571,52,944,180
201811,Noviembre de 2018,1,Andalucia,23,Jaén,23060,Martos,1808,118,311,225,158,571,425,208,481,47,909,163
201812,Diciembre de 2018,1,Andalucia,23,Jaén,23060,Martos,1487,73,204,153,137,513,407,117,422,47,754,147
201801,Enero de 2018,1,Andalucia,23,Jaén,23065,Orcera,118,6,13,36,6,28,29,31,3,4,71,9
201802,Febrero de 2018,1,Andalucia,23,Jaén,23065,Orcera,135,10,14,37,7,32,35,40,3,5,77,10
201803,Marzo de 2018,1,Andalucia,23,Jaén,23065,Orcera,129,12,13,37,6,31,30,41,4,4,68,12
201804,Abril de 2018,1,Andalucia,23,Jaén,23065,Orcera,136,16,16,37,5,31,31,41,4,5,74,12
201805,Mayo de 2018,1,Andalucia,23,Jaén,23065,Orcera,133,17,15,32,5,32,32,34,3,3,79,14
201806,Junio de 2018,1,Andalucia,23,Jaén,23065,Orcera,121,9,14,31,3,30,34,33,4,4,71,9
201807,Julio de 2018,1,Andalucia,23,Jaén,23065,Orcera,127,5,18,33,4,31,36,34,4,3,76,10
201808,Agosto de 2018,1,Andalucia,23,Jaén,23065,Orcera,124,8,15,33,6,28,34,31,4,3,75,11
