order_id,customer_id,product_id,quantity,list_price,revenue,order_date
1674,2169,2225,3,137.68,413.04,2020-12-17
1714,3044,4224,3,104.51,313.52,2020-12-26
1715,153,2265,3,594.93,1784.8,2020-12-26
1717,2039,8221,3,87.73,263.2,2020-12-26
1721,3521,4518,3,761.17,2283.52,2020-12-27
1726,4183,5206,3,798.94,2396.82,2020-12-28
1727,3146,5474,3,970.23,2910.7,2020-12-28
1729,3003,2325,3,750.93,2252.78,2020-12-29
1733,4290,7938,3,284.66,853.97,2020-12-31
1792,473,6214,3,177.35,532.06,2021-01-13
1814,4261,1915,3,52.06,156.17,2021-01-19
1819,3594,1736,3,278.12,834.36,2021-01-20
1828,1254,2976,3,361.21,1083.63,2021-01-22
1839,3419,4778,3,139.7,419.1,2021-01-23
1860,4874,504,3,157.65,472.96,2021-01-28
1900,2698,4235,3,382.52,1147.57,2021-02-07
1924,705,3813,3,649.84,1949.53,2021-02-10
1930,946,9565,3,776.79,2330.38,2021-02-12
1933,2558,1342,3,348.78,1046.33,2021-02-12
1935,264,5067,3,611.96,1835.87,2021-02-12
1953,4100,7657,3,641.55,1924.65,2021-02-16
1960,959,4340,3,917.24,2751.72,2021-02-17
1961,3965,6574,3,369.43,1108.28,2021-02-17
1964,264,1135,3,621.89,1865.67,2021-02-18
1978,898,7752,3,610.5,1831.49,2021-02-19
1980,4452,3529,3,862.99,2588.96,2021-02-19
1985,4674,1046,3,965.88,2897.64,2021-02-21
2004,537,4635,3,70.21,210.64,2021-02-24
2006,4851,2416,3,876.79,2630.36,2021-02-24
2022,1848,733,3,559.97,1679.9,2021-03-01
2031,2260,111,3,898.42,2695.26,2021-03-02
2040,2720,4078,3,139.3,417.89,2021-03-04
2043,809,8997,3,180.41,541.24,2021-03-04
2044,2065,7219,3,101.23,303.69,2021-03-04
2048,1080,2425,3,45.31,135.94,2021-03-06
2052,1658,1178,3,118.96,356.89,2021-03-07
2093,977,5900,3,140.72,422.17,2021-03-13
2099,3898,2202,3,315.94,947.81,2021-03-14
2108,4947,9165,3,737.44,2212.33,2021-03-16
2118,3181,7759,3,409.02,1227.06,2021-03-19
2124,2422,2637,3,174.75,524.26,2021-03-21
2139,1864,6898,3,742.37,2227.1,2021-03-25
2147,1306,7595,3,23.33,69.99,2021-03-27
2148,4754,3978,3,267.08,801.24,2021-03-27
2162,3091,2195,3,321.34,964.02,2021-03-30
2164,3929,9851,3,497.81,1493.43,2021-03-30
2166,1199,8151,3,462.02,1386.05,2021-03-31
2168,305,9503,3,773.64,2320.92,2021-03-31
2172,4767,5935,3,158.62,475.86,2021-04-01
2211,1797,4493,3,90.61,271.84,2021-04-11
2214,3365,2799,3,483.45,1450.35,2021-04-11
2235,946,9481,3,129.7,389.1,2021-04-15
2247,3837,3588,3,219.37,658.1,2021-04-18
2248,2970,6710,3,371.11,1113.32,2021-04-18
2275,4230,1765,3,974.03,2922.09,2021-04-24
2282,1438,2192,3,491.26,1473.79,2021-04-25
2289,4737,52,3,127.03,381.08,2021-04-26
2316,4238,2028,3,181.46,544.38,2021-05-01
2338,1388,4321,3,43.23,129.68,2021-05-07
2352,3138,1648,3,122.09,366.28,2021-05-10
2354,663,4211,3,703.17,2109.52,2021-05-10
2358,4483,1210,3,494.2,1482.6,2021-05-11
2379,2177,8429,3,204.23,612.68,2021-05-17
2383,4296,3460,3,617.29,1851.88,2021-05-18
2386,1006,1307,3,510.49,1531.46,2021-05-18
2393,943,608,3,508.46,1525.39,2021-05-20
2405,4403,809,3,340.58,1021.75,2021-05-22
2433,1079,3734,3,654.35,1963.05,2021-05-28
2444,1842,4994,3,396.91,1190.72,2021-05-30
2454,2603,8014,3,908.26,2724.79,2021-06-01
2458,3281,549,3,316.86,950.58,2021-06-02
2466,1066,4675,3,346.85,1040.54,2021-06-04
2471,601,5120,3,321.58,964.73,2021-06-05
2479,2099,6259,3,596.69,1790.07,2021-06-06
2485,2070,1107,3,356.96,1070.87,2021-06-07
2496,3491,7180,3,258.55,775.65,2021-06-09
2507,382,6580,3,869.4,2608.21,2021-06-11
2522,2886,9619,3,180.68,542.04,2021-06-12
2532,332,577,3,984.32,2952.95,2021-06-13
2540,4974,5406,3,961.51,2884.53,2021-06-14
2559,4802,746,3,447.7,1343.11,2021-06-18
2567,1123,3199,3,238.94,716.81,2021-06-21
2573,4319,7412,3,559.52,1678.56,2021-06-22
2590,4996,2,3,743.61,2230.83,2021-06-28
2599,60,4817,3,572.27,1716.81,2021-06-29
2600,4768,3733,3,111.84,335.51,2021-06-29
2613,145,1050,3,127.0,380.99,2021-07-02
2622,4562,4988,3,814.1,2442.29,2021-07-05
2628,1958,58,3,179.37,538.12,2021-07-07
2645,2865,260,3,422.83,1268.5,2021-07-10
2654,325,5969,3,759.78,2279.33,2021-07-13
2656,3674,3713,3,842.0,2526.0,2021-07-13
2662,1919,7260,3,886.85,2660.54,2021-07-15
2673,4049,2055,3,504.65,1513.96,2021-07-17
2680,430,4057,3,236.77,710.31,2021-07-18
2689,3553,2917,3,339.66,1018.97,2021-07-20
2697,4973,421,3,731.72,2195.15,2021-07-21
2700,2968,5082,3,603.26,1809.79,2021-07-22
2717,1083,4848,3,721.74,2165.23,2021-07-26
2728,1318,5175,3,870.2,2610.59,2021-07-28
2744,2433,1458,3,143.37,430.11,2021-07-31
2753,3153,9162,3,280.26,840.79,2021-08-01
2761,4356,3485,3,111.41,334.24,2021-08-03
2779,4481,4541,3,910.91,2732.73,2021-08-07
2787,2242,1740,3,992.33,2976.99,2021-08-09
2809,1797,8206,3,382.87,1148.61,2021-08-14
2815,682,5193,3,654.95,1964.85,2021-08-15
2816,2599,3010,3,141.62,424.86,2021-08-15
2828,1315,5950,3,642.5,1927.51,2021-08-20
2829,1546,2075,3,223.01,669.02,2021-08-20
2836,4034,5273,3,754.62,2263.86,2021-08-22
2846,1366,9310,3,181.59,544.76,2021-08-24
2849,475,3389,3,677.65,2032.96,2021-08-25
2872,1609,4741,3,481.2,1443.6,2021-08-30
2893,3287,3322,3,147.5,442.51,2021-09-06
2897,2608,8907,3,395.28,1185.83,2021-09-06
2908,3438,4194,3,857.24,2571.72,2021-09-09
2921,711,2016,3,206.71,620.14,2021-09-11
2924,4823,5417,3,126.73,380.18,2021-09-11
2939,513,7912,3,534.11,1602.33,2021-09-14
3013,2795,8010,3,164.09,492.27,2021-09-29
3025,2080,5531,3,231.9,695.7,2021-10-02
3035,1087,1204,3,354.62,1063.87,2021-10-05
3067,2843,650,3,455.17,1365.5,2021-10-09
3068,4712,8551,3,968.43,2905.3,2021-10-09
3100,4356,6968,3,703.11,2109.33,2021-10-17
3106,2580,6883,3,166.62,499.85,2021-10-19
3117,4459,828,3,454.42,1363.27,2021-10-21
3118,3253,4165,3,85.76,257.29,2021-10-21
3122,859,836,3,932.12,2796.36,2021-10-22
3126,940,1448,3,202.88,608.63,2021-10-23
3142,1695,3620,3,181.06,543.19,2021-10-26
3167,1852,5514,3,10.82,32.47,2021-10-31
3174,4965,3671,3,593.37,1780.1,2021-11-01
3178,4134,4103,3,749.39,2248.17,2021-11-01
3195,2030,3557,3,756.51,2269.52,2021-11-05
3201,2931,5300,3,230.22,690.66,2021-11-07
3204,2964,4996,3,150.82,452.47,2021-11-07
3224,1941,35,3,630.95,1892.84,2021-11-14
3240,3903,2120,3,27.99,83.97,2021-11-18
3260,2862,4307,3,352.1,1056.31,2021-11-23
3262,1879,7001,3,245.26,735.79,2021-11-24
3264,3777,6671,3,890.99,2672.96,2021-11-24
3284,1406,8566,3,899.68,2699.04,2021-11-27
3298,869,2669,3,761.61,2284.82,2021-11-30
3307,3597,5030,3,270.27,810.82,2021-12-01
3311,2679,9804,3,988.14,2964.41,2021-12-03
3315,36,1868,3,249.95,749.86,2021-12-03
3329,1076,4153,3,511.17,1533.5,2021-12-07
3331,2880,6966,3,109.68,329.03,2021-12-08
3333,4008,2598,3,99.48,298.45,2021-12-08
3339,2621,6184,3,50.79,152.36,2021-12-09
3341,3014,5359,3,865.11,2595.32,2021-12-10
3344,293,9528,3,332.68,998.05,2021-12-11
3346,2268,1002,3,312.07,936.2,2021-12-11
3368,4751,4775,3,175.24,525.73,2021-12-16
3387,780,8557,3,118.27,354.81,2021-12-22
3395,1644,4273,3,295.01,885.04,2021-12-23
3398,615,8939,3,749.37,2248.12,2021-12-24
3407,4041,2137,3,696.0,2087.99,2021-12-26
3413,3889,288,3,635.54,1906.62,2021-12-28
3424,2590,8359,3,720.92,2162.75,2021-12-31
3425,257,7104,3,593.91,1781.73,2022-01-02
3465,2722,1140,3,772.19,2316.56,2022-01-11
3486,1840,2144,3,253.89,761.68,2022-01-16
3488,2126,9219,3,864.13,2592.4,2022-01-16
3495,1465,6602,3,159.81,479.44,2022-01-17
3496,1521,8235,3,795.22,2385.66,2022-01-18
3506,1524,7044,3,248.99,746.96,2022-01-21
3509,3311,8632,3,75.11,225.32,2022-01-21
3526,4848,5418,3,629.47,1888.42,2022-01-25
3539,3385,9477,3,626.3,1878.89,2022-01-28
3553,2933,6153,3,443.69,1331.06,2022-02-01
3580,3714,6549,3,693.18,2079.55,2022-02-05
3585,209,269,3,495.91,1487.72,2022-02-06
3602,3692,3095,3,894.63,2683.9,2022-02-09
3622,249,3298,3,223.91,671.72,2022-02-13
3672,422,9972,3,903.25,2709.76,2022-02-21
3683,3981,7550,3,900.22,2700.66,2022-02-23
3689,3946,136,3,475.01,1425.03,2022-02-24
3694,3851,3525,3,683.91,2051.74,2022-02-25
3695,2973,647,3,368.07,1104.2,2022-02-25
3702,3185,1829,3,828.47,2485.4,2022-02-27
3711,734,5048,3,929.62,2788.85,2022-03-01
3713,4568,4930,3,701.1,2103.29,2022-03-01
3718,2442,3733,3,171.74,515.23,2022-03-03
3722,4640,508,3,181.15,543.44,2022-03-03
3732,1190,6462,3,821.21,2463.63,2022-03-06
3739,3036,5890,3,462.77,1388.31,2022-03-08
3755,105,9844,3,205.09,615.28,2022-03-12
3756,2952,7470,3,272.11,816.32,2022-03-12
3759,3371,779,3,381.6,1144.79,2022-03-13
3765,41,924,3,362.84,1088.52,2022-03-14
3767,3763,7808,3,351.48,1054.43,2022-03-14
3775,2493,3643,3,914.2,2742.6,2022-03-16
3779,734,2669,3,884.7,2654.1,2022-03-16
3783,163,5361,3,724.36,2173.07,2022-03-17
3788,2369,955,3,337.94,1013.81,2022-03-18
3797,764,3140,3,852.71,2558.14,2022-03-20
3808,3703,2599,3,694.52,2083.55,2022-03-24
3844,3271,2971,3,577.18,1731.55,2022-04-01
3851,4390,5943,3,934.57,2803.72,2022-04-03
3876,688,1207,3,550.25,1650.74,2022-04-09
3888,3288,3688,3,883.22,2649.66,2022-04-12
3895,1824,2517,3,846.07,2538.22,2022-04-14
3918,2811,8771,3,859.03,2577.1,2022-04-20
3920,4817,2452,3,412.16,1236.48,2022-04-20
3925,914,9587,3,623.81,1871.44,2022-04-21
3931,2337,4592,3,921.04,2763.13,2022-04-22
3955,4679,9949,3,250.75,752.26,2022-04-29
3971,271,7128,3,661.08,1983.25,2022-05-03
3975,4258,9814,3,660.57,1981.72,2022-05-03
3979,3765,164,3,665.64,1996.92,2022-05-04
3995,499,5595,3,524.72,1574.16,2022-05-08
4023,279,9292,3,810.4,2431.21,2022-05-12
4046,2773,4655,3,921.35,2764.06,2022-05-16
4055,2320,6833,3,694.16,2082.47,2022-05-19
4059,3382,5451,3,57.37,172.11,2022-05-20
4061,4942,5565,3,672.56,2017.69,2022-05-21
4068,2659,4010,3,509.33,1527.98,2022-05-24
4080,3634,8998,3,563.42,1690.26,2022-05-27
4088,1351,8603,3,214.18,642.55,2022-05-30
4091,4947,9780,3,809.2,2427.6,2022-05-31
4093,1063,1740,3,202.16,606.49,2022-05-31
4115,2146,3369,3,122.22,366.66,2022-06-05
4116,406,2718,3,974.49,2923.46,2022-06-05
4119,4417,8807,3,306.21,918.64,2022-06-06
4124,1133,6094,3,445.7,1337.09,2022-06-07
4166,2265,8002,3,947.66,2842.98,2022-06-15
4202,100,2307,3,830.19,2490.58,2022-06-26
4215,1484,2874,3,785.62,2356.86,2022-06-28
4220,4425,9191,3,152.87,458.6,2022-06-28
4224,32,277,3,50.7,152.11,2022-06-29
4228,376,8040,3,202.99,608.97,2022-06-30
4230,2710,6999,3,734.12,2202.36,2022-07-01
4235,449,4007,3,917.22,2751.66,2022-07-02
4245,521,5090,3,215.92,647.76,2022-07-05
4267,3183,3528,3,633.88,1901.63,2022-07-10
4276,4429,11,3,295.71,887.14,2022-07-12
4286,592,3040,3,53.76,161.29,2022-07-15
4288,4376,8789,3,261.49,784.47,2022-07-15
4310,1041,9809,3,576.73,1730.19,2022-07-20
4325,892,9596,3,890.58,2671.75,2022-07-22
4352,2785,1559,3,103.91,311.74,2022-07-26
4354,1627,3602,3,805.31,2415.93,2022-07-26
4356,3044,475,3,830.04,2490.12,2022-07-27
4379,646,7393,3,737.35,2212.04,2022-07-31
4394,4972,3976,3,388.2,1164.6,2022-08-04
4401,3784,7788,3,382.96,1148.88,2022-08-05
4402,2656,5296,3,462.67,1388.01,2022-08-06
4421,534,8313,3,480.99,1442.98,2022-08-13
4440,2223,4848,3,468.79,1406.37,2022-08-16
4462,4307,5965,3,196.68,590.05,2022-08-23
4493,3757,2813,3,448.16,1344.48,2022-08-29
4503,736,1184,3,653.83,1961.49,2022-09-01
4505,337,1231,3,215.18,645.55,2022-09-01
4506,279,8907,3,273.62,820.85,2022-09-01
4511,2606,2706,3,942.09,2826.27,2022-09-02
4515,2765,5429,3,809.25,2427.76,2022-09-03
4516,1042,8983,3,594.72,1784.16,2022-09-03
4541,494,2524,3,469.72,1409.15,2022-09-09
4557,3940,6313,3,228.37,685.11,2022-09-11
4558,4610,9274,3,182.11,546.33,2022-09-12
4571,3854,6273,3,767.7,2303.09,2022-09-15
4589,1858,9444,3,93.77,281.32,2022-09-18
4592,3921,7576,3,345.46,1036.38,2022-09-20
4635,3827,9052,3,523.97,1571.9,2022-09-29
4650,1909,9712,3,867.03,2601.1,2022-10-03
4667,2621,239,3,24.31,72.93,2022-10-08
4681,3181,3507,3,880.87,2642.6,2022-10-13
4704,472,3050,3,768.31,2304.93,2022-10-18
4711,1251,9750,3,907.85,2723.56,2022-10-20
4720,4114,1206,3,899.47,2698.41,2022-10-23
4727,3840,3368,3,280.13,840.38,2022-10-24
4732,2930,7168,3,172.7,518.11,2022-10-25
4739,12,8567,3,538.86,1616.57,2022-10-28
4748,1729,1783,3,715.9,2147.7,2022-10-30
4757,1935,5320,3,42.95,128.85,2022-11-02
4761,986,4554,3,457.37,1372.11,2022-11-03
4765,2906,939,3,915.11,2745.34,2022-11-04
4775,714,1008,3,731.15,2193.45,2022-11-06
4787,1948,3321,3,229.21,687.62,2022-11-10
4789,3443,4167,3,142.77,428.3,2022-11-11
4793,1646,5721,3,549.68,1649.03,2022-11-11
4803,2792,2041,3,553.01,1659.02,2022-11-12
4808,3760,3008,3,920.9,2762.7,2022-11-13
4819,1556,9927,3,303.81,911.43,2022-11-16
4836,4779,4289,3,678.73,2036.19,2022-11-21
4855,243,2497,3,772.65,2317.94,2022-11-26
4860,4375,3151,3,475.06,1425.19,2022-11-28
4864,1744,4964,3,348.23,1044.7,2022-11-29
4878,2111,552,3,292.6,877.8,2022-12-02
4879,296,4253,3,648.84,1946.53,2022-12-02
4880,4491,8285,3,929.27,2787.81,2022-12-03
4884,47,9685,3,472.28,1416.85,2022-12-04
4888,3253,3025,3,539.5,1618.51,2022-12-05
4899,3852,7044,3,827.85,2483.54,2022-12-07
4901,2283,2364,3,929.6,2788.79,2022-12-08
4902,629,1557,3,392.65,1177.94,2022-12-08
4909,3185,1928,3,702.08,2106.23,2022-12-09
4931,3603,275,3,870.82,2612.45,2022-12-14
4935,1681,8717,3,818.19,2454.56,2022-12-15
4959,3560,781,3,258.55,775.65,2022-12-20
4962,1922,830,3,405.83,1217.5,2022-12-21
4966,4488,190,3,244.77,734.31,2022-12-22
4997,1969,8381,3,927.11,2781.32,2022-12-28
1,2914,2222,4,518.19,2072.76,2019-12-29
5,1560,6600,4,113.4,453.59,2019-12-29
20,1292,9645,4,975.62,3902.49,2020-01-02
55,2507,998,4,314.83,1259.3,2020-01-10
62,1715,3241,4,882.57,3530.3,2020-01-11
82,1700,6410,4,767.64,3070.56,2020-01-16
87,1266,1714,4,556.55,2226.19,2020-01-17
95,969,7613,4,347.83,1391.32,2020-01-19
98,1476,496,4,18.35,73.4,2020-01-19
126,2848,2496,4,252.74,1010.98,2020-01-26
133,437,2525,4,226.11,904.43,2020-01-27
149,1237,7721,4,640.95,2563.8,2020-02-01
165,1217,4154,4,826.93,3307.71,2020-02-04
177,4301,8521,4,292.96,1171.83,2020-02-07
182,4567,566,4,361.92,1447.68,2020-02-08
190,1997,933,4,139.0,556.01,2020-02-09
197,231,6031,4,416.55,1666.18,2020-02-11
223,4919,6088,4,925.27,3701.09,2020-02-16
225,1661,7637,4,412.06,1648.25,2020-02-17
237,2073,9225,4,325.98,1303.91,2020-02-18
242,3579,8161,4,190.64,762.55,2020-02-19
264,42,1381,4,312.81,1251.25,2020-02-24
274,2451,640,4,153.62,614.47,2020-02-26
293,2406,6113,4,286.39,1145.57,2020-03-01
304,255,1079,4,201.12,804.47,2020-03-04
306,985,9553,4,611.17,2444.69,2020-03-04
312,278,5195,4,379.23,1516.93,2020-03-05
313,368,8789,4,534.06,2136.24,2020-03-05
325,1066,6757,4,442.5,1770.0,2020-03-07
327,1503,1843,4,158.85,635.38,2020-03-08
338,1237,6863,4,998.54,3994.18,2020-03-09
348,3825,800,4,469.03,1876.12,2020-03-11
350,4102,5706,4,33.6,134.4,2020-03-12
351,1762,9157,4,104.83,419.3,2020-03-12
361,1828,7019,4,187.97,751.87,2020-03-13
374,4786,6209,4,133.17,532.68,2020-03-16
379,4775,7902,4,941.59,3766.35,2020-03-17
389,3983,8510,4,243.79,975.15,2020-03-20
395,931,8242,4,895.94,3583.76,2020-03-21
399,656,1062,4,856.09,3424.38,2020-03-22
404,2978,1136,4,703.44,2813.78,2020-03-23
430,3325,7991,4,846.79,3387.17,2020-03-29
434,4834,2590,4,529.94,2119.75,2020-03-30
441,1945,5163,4,296.45,1185.8,2020-04-01
444,1997,1334,4,51.99,207.98,2020-04-01
446,3054,4437,4,890.11,3560.43,2020-04-02
448,2310,344,4,714.94,2859.76,2020-04-02
460,822,4454,4,84.86,339.43,2020-04-05
466,2493,521,4,985.18,3940.71,2020-04-07
473,4234,4824,4,379.3,1517.2,2020-04-09
482,4922,3863,4,726.67,2906.69,2020-04-11
489,3756,948,4,506.71,2026.84,2020-04-12
495,2501,6706,4,607.5,2429.98,2020-04-14
499,4402,1768,4,311.03,1244.13,2020-04-16
507,2066,2763,4,774.48,3097.9,2020-04-17
511,1244,8816,4,286.45,1145.79,2020-04-18
530,1671,5433,4,940.65,3762.61,2020-04-23
538,168,1693,4,481.03,1924.11,2020-04-25
542,2572,5303,4,851.37,3405.48,2020-04-25
556,2850,3967,4,471.66,1886.65,2020-04-29
564,3491,7442,4,384.47,1537.9,2020-04-30
578,2887,355,4,383.21,1532.84,2020-05-03
585,1287,5621,4,556.99,2227.95,2020-05-04
620,943,8951,4,877.84,3511.37,2020-05-12
628,1229,6229,4,861.06,3444.23,2020-05-13
632,1816,3788,4,58.18,232.71,2020-05-14
646,644,9997,4,813.17,3252.69,2020-05-15
688,2510,3668,4,512.0,2048.0,2020-05-23
707,1868,6872,4,541.06,2164.24,2020-05-27
741,149,1662,4,620.19,2480.76,2020-06-04
754,1611,9537,4,173.61,694.46,2020-06-06
755,124,6136,4,320.35,1281.4,2020-06-06
761,3547,3653,4,404.04,1616.15,2020-06-08
772,1383,3756,4,646.89,2587.56,2020-06-10
806,4937,5755,4,260.78,1043.1,2020-06-18
807,3367,2938,4,349.43,1397.71,2020-06-18
816,4314,3438,4,853.29,3413.17,2020-06-19
823,623,8040,4,876.44,3505.76,2020-06-20
829,522,6204,4,723.49,2893.98,2020-06-21
842,4932,4100,4,909.46,3637.84,2020-06-23
869,4081,6689,4,999.87,3999.48,2020-06-27
881,2122,7182,4,765.54,3062.17,2020-06-30
886,3505,7766,4,447.39,1789.56,2020-07-01
906,4765,4766,4,673.18,2692.71,2020-07-06
907,3505,1012,4,738.15,2952.59,2020-07-07
914,897,5172,4,120.3,481.2,2020-07-07
920,3426,1275,4,549.84,2199.37,2020-07-08
921,1585,2617,4,968.5,3873.98,2020-07-08
934,1421,1920,4,498.12,1992.49,2020-07-11
944,1258,5652,4,338.86,1355.45,2020-07-14
946,2635,6170,4,138.48,553.9,2020-07-14
948,4747,9758,4,443.14,1772.55,2020-07-14
952,3331,3393,4,920.48,3681.93,2020-07-15
960,4715,1341,4,350.46,1401.82,2020-07-17
966,2245,5990,4,322.75,1291.01,2020-07-18
969,4516,1862,4,794.43,3177.73,2020-07-19
980,232,533,4,857.56,3430.23,2020-07-20
991,3092,7714,4,715.09,2860.36,2020-07-22
1006,4668,9253,4,666.78,2667.12,2020-07-25
1010,4735,6946,4,564.35,2257.4,2020-07-26
1015,3166,3501,4,533.35,2133.41,2020-07-27
1025,1837,7023,4,263.08,1052.33,2020-07-29
1031,807,7564,4,82.91,331.66,2020-07-30
1040,3438,6393,4,69.51,278.05,2020-08-01
1056,935,7959,4,736.92,2947.69,2020-08-06
1057,116,8231,4,252.57,1010.26,2020-08-06
1070,4143,5788,4,736.46,2945.82,2020-08-09
1074,4863,5730,4,826.85,3307.41,2020-08-09
1078,4420,2233,4,831.47,3325.87,2020-08-10
1090,3515,2901,4,783.46,3133.86,2020-08-13
1091,3175,1726,4,297.78,1191.1,2020-08-13
1094,929,9642,4,86.84,347.36,2020-08-13
1097,2994,6820,4,719.35,2877.39,2020-08-14
1101,1915,2066,4,470.14,1880.56,2020-08-14
1115,4924,3362,4,974.46,3897.83,2020-08-18
1142,269,7521,4,134.15,536.59,2020-08-24
1143,3628,5705,4,194.97,779.87,2020-08-24
1145,2475,5187,4,475.8,1903.2,2020-08-24
1157,4039,3610,4,576.06,2304.24,2020-08-27
1181,343,9806,4,438.57,1754.28,2020-08-30
1189,2259,4262,4,267.09,1068.37,2020-08-31
1194,2760,3340,4,517.38,2069.5,2020-09-01
1195,1074,9195,4,748.04,2992.16,2020-09-01
1196,4401,2862,4,332.81,1331.25,2020-09-01
1205,835,3952,4,718.37,2873.5,2020-09-03
1255,859,6032,4,95.29,381.17,2020-09-16
1282,1048,8241,4,881.3,3525.21,2020-09-22
1298,1307,3330,4,472.51,1890.05,2020-09-24
1317,3632,9294,4,748.98,2995.92,2020-09-27
1321,1917,729,4,605.93,2423.71,2020-09-29
1325,3194,7379,4,947.86,3791.43,2020-09-30
1329,1518,9894,4,133.93,535.74,2020-09-30
1331,3625,2516,4,582.22,2328.89,2020-09-30
1352,1868,8287,4,832.65,3330.59,2020-10-06
1354,2314,447,4,462.99,1851.96,2020-10-06
1381,2861,8908,4,526.23,2104.93,2020-10-12
1394,3408,3867,4,130.32,521.3,2020-10-15
1395,4461,1007,4,465.12,1860.47,2020-10-16
1399,1582,1222,4,219.76,879.04,2020-10-17
1401,415,7702,4,504.15,2016.6,2020-10-17
1416,2547,3466,4,152.45,609.81,2020-10-21
1423,1766,7871,4,679.23,2716.9,2020-10-24
1428,2766,9078,4,358.96,1435.83,2020-10-25
1472,3151,9081,4,759.02,3036.07,2020-11-04
1486,1839,8598,4,990.6,3962.4,2020-11-08
1488,843,1016,4,671.96,2687.84,2020-11-08
1489,4348,7366,4,442.01,1768.04,2020-11-08
1517,3134,1852,4,974.61,3898.44,2020-11-13
1525,1089,6617,4,418.68,1674.72,2020-11-15
1529,1147,5256,4,194.46,777.86,2020-11-16
1532,4389,8005,4,129.21,516.82,2020-11-17
1545,3550,6364,4,695.72,2782.89,2020-11-19
1575,3739,5077,4,758.7,3034.82,2020-11-25
1581,3598,3481,4,593.4,2373.62,2020-11-26
1600,4653,9672,4,612.37,2449.48,2020-11-30
1601,2321,5264,4,192.49,769.95,2020-11-30
1607,2484,6382,4,881.33,3525.33,2020-12-02
1614,1257,7828,4,324.44,1297.75,2020-12-04
1615,1299,8725,4,906.97,3627.89,2020-12-04
1623,1786,757,4,852.98,3411.93,2020-12-05
1633,804,122,4,590.57,2362.28,2020-12-07
1641,3278,3089,4,932.11,3728.42,2020-12-09
1646,1199,5285,4,546.74,2186.97,2020-12-11
1659,1656,2210,4,142.49,569.95,2020-12-13
1662,3333,5201,4,723.36,2893.43,2020-12-14
1679,3967,2409,4,169.18,676.7,2020-12-18
1685,550,1777,4,84.69,338.76,2020-12-19
1697,2416,8259,4,549.3,2197.21,2020-12-21
1699,2834,4510,4,341.92,1367.69,2020-12-22
1709,4509,749,4,226.64,906.54,2020-12-24
1731,3768,6921,4,92.84,371.34,2020-12-30
1736,273,9500,4,156.94,627.75,2020-12-31
1737,3904,3913,4,387.38,1549.52,2020-12-31
1796,3968,7971,4,518.92,2075.67,2021-01-14
1808,2211,8728,4,690.83,2763.34,2021-01-17
1810,3384,1501,4,778.54,3114.14,2021-01-18
1811,1383,1409,4,23.58,94.3,2021-01-18
1826,4004,4453,4,633.59,2534.36,2021-01-21
1867,873,757,4,607.98,2431.94,2021-01-30
1876,3747,588,4,556.07,2224.26,2021-02-02
1885,322,3746,4,724.88,2899.51,2021-02-04
1886,4697,6730,4,168.16,672.65,2021-02-04
1938,4663,2581,4,597.93,2391.71,2021-02-13
1939,4975,7351,4,844.44,3377.76,2021-02-13
1943,2780,6970,4,583.32,2333.28,2021-02-14
1948,2675,6919,4,970.63,3882.52,2021-02-14
1974,3027,5871,4,969.34,3877.38,2021-02-19
1981,3936,7360,4,187.07,748.26,2021-02-19
1993,4781,2349,4,924.15,3696.58,2021-02-22
2001,3373,5033,4,306.27,1225.09,2021-02-23
2009,1840,7266,4,993.75,3974.99,2021-02-25
2024,2818,6475,4,763.01,3052.02,2021-03-01
2025,625,9133,4,924.13,3696.53,2021-03-01
2028,4499,8794,4,191.65,766.61,2021-03-02
2053,2535,3243,4,141.59,566.35,2021-03-07
2070,2364,657,4,782.21,3128.83,2021-03-11
2079,4085,216,4,626.69,2506.77,2021-03-12
2089,151,5548,4,617.01,2468.05,2021-03-13
2091,4791,8153,4,143.82,575.29,2021-03-13
2098,2675,1694,4,865.88,3463.53,2021-03-14
2100,2761,2653,4,335.14,1340.57,2021-03-14
2107,1340,6334,4,775.64,3102.56,2021-03-16
2121,4038,4576,4,582.6,2330.4,2021-03-20
2140,4924,1683,4,525.92,2103.69,2021-03-25
2150,4107,6787,4,255.67,1022.67,2021-03-27
2171,4303,8329,4,279.99,1119.96,2021-04-01
2176,52,9849,4,903.46,3613.85,2021-04-02
2188,863,5819,4,435.11,1740.43,2021-04-04
2196,3877,1280,4,34.97,139.89,2021-04-06
2217,4491,9078,4,32.98,131.91,2021-04-11
2220,3444,4889,4,247.53,990.13,2021-04-12
2222,3039,4686,4,147.24,588.97,2021-04-12
2271,1265,6784,4,100.75,403.02,2021-04-23
2277,1147,5106,4,809.12,3236.47,2021-04-24
2283,3363,235,4,377.82,1511.28,2021-04-25
2294,622,7300,4,873.99,3495.98,2021-04-27
2295,1855,3735,4,314.49,1257.94,2021-04-27
2327,4739,800,4,744.44,2977.77,2021-05-04
2332,3804,4063,4,247.42,989.67,2021-05-06
2365,283,395,4,306.43,1225.74,2021-05-13
2366,4630,8732,4,873.56,3494.24,2021-05-14
2367,3085,4637,4,486.62,1946.48,2021-05-14
2370,4520,8678,4,562.33,2249.3,2021-05-14
2387,4195,4004,4,946.79,3787.14,2021-05-19
2420,3549,9365,4,869.07,3476.3,2021-05-25
2425,2192,5410,4,827.75,3311.01,2021-05-27
2426,548,925,4,194.7,778.8,2021-05-27
