codigo_mes,mes,codigo_ca,comunidad_autonoma,codigo_provincia,provincia,codigo_municipio,municipio,total_paro_registrado,Paro_hombre_edad___25,Paro_hombre_edad_25__45,Paro_hombre_edad___45,Paro_mujer_edad___25,Paro_mujer_edad_25__45,Paro_mujer_edad___45,Paro_Agricultura,Paro_Industria,Paro_Construcci__n,Paro_Servicios,Paro_Sin_empleo_Anterior
201809,Septiembre de 2018,7,Castilla y Leon,42,Soria,42188,Trévago,1,0,0,0,0,0,1,0,0,0,1,0
201810,Octubre de 2018,7,Castilla y Leon,42,Soria,42188,Trévago,1,0,0,0,0,0,1,0,0,0,1,0
201811,Noviembre de 2018,7,Castilla y Leon,42,Soria,42188,Trévago,1,0,0,0,0,0,1,0,0,0,1,0
201812,Diciembre de 2018,7,Castilla y Leon,42,Soria,42188,Trévago,1,0,0,0,0,0,1,0,0,0,1,0
201801,Enero de 2018,7,Castilla y Leon,42,Soria,42216,Vizmanos,0,0,0,0,0,0,0,0,0,0,0,0
201802,Febrero de 2018,7,Castilla y Leon,42,Soria,42216,Vizmanos,0,0,0,0,0,0,0,0,0,0,0,0
201803,Marzo de 2018,7,Castilla y Leon,42,Soria,42216,Vizmanos,0,0,0,0,0,0,0,0,0,0,0,0
201804,Abril de 2018,7,Castilla y Leon,42,Soria,42216,Vizmanos,0,0,0,0,0,0,0,0,0,0,0,0
201805,Mayo de 2018,7,Castilla y Leon,42,Soria,42216,Vizmanos,0,0,0,0,0,0,0,0,0,0,0,0
201806,Junio de 2018,7,Castilla y Leon,42,Soria,42216,Vizmanos,0,0,0,0,0,0,0,0,0,0,0,0
201807,Julio de 2018,7,Castilla y Leon,42,Soria,42216,Vizmanos,0,0,0,0,0,0,0,0,0,0,0,0
201808,Agosto de 2018,7,Castilla y Leon,42,Soria,42216,Vizmanos,0,0,0,0,0,0,0,0,0,0,0,0
201809,Septiembre de 2018,7,Castilla y Leon,42,Soria,42216,Vizmanos,0,0,0,0,0,0,0,0,0,0,0,0
201810,Octubre de 2018,7,Castilla y Leon,42,Soria,42216,Vizmanos,0,0,0,0,0,0,0,0,0,0,0,0
201811,Noviembre de 2018,7,Castilla y Leon,42,Soria,42216,Vizmanos,0,0,0,0,0,0,0,0,0,0,0,0
201812,Diciembre de 2018,7,Castilla y Leon,42,Soria,42216,Vizmanos,0,0,0,0,0,0,0,0,0,0,0,0
201801,Enero de 2018,7,Castilla y Leon,42,Soria,42026,Arenillas,0,0,0,0,0,0,0,0,0,0,0,0
201802,Febrero de 2018,7,Castilla y Leon,42,Soria,42026,Arenillas,1,0,0,0,0,1,0,0,0,0,1,0
201803,Marzo de 2018,7,Castilla y Leon,42,Soria,42026,Arenillas,1,0,0,0,0,1,0,0,0,0,1,0
201804,Abril de 2018,7,Castilla y Leon,42,Soria,42026,Arenillas,1,0,0,0,0,1,0,0,0,0,1,0
201805,Mayo de 2018,7,Castilla y Leon,42,Soria,42026,Arenillas,2,0,0,1,0,1,0,0,0,0,2,0
201806,Junio de 2018,7,Castilla y Leon,42,Soria,42026,Arenillas,1,0,0,1,0,0,0,0,0,0,1,0
201807,Julio de 2018,7,Castilla y Leon,42,Soria,42026,Arenillas,1,0,0,1,0,0,0,0,0,0,1,0
201808,Agosto de 2018,7,Castilla y Leon,42,Soria,42026,Arenillas,1,0,0,1,0,0,0,0,0,0,1,0
201809,Septiembre de 2018,7,Castilla y Leon,42,Soria,42026,Arenillas,1,0,0,1,0,0,0,0,0,0,1,0
201810,Octubre de 2018,7,Castilla y Leon,42,Soria,42026,Arenillas,2,0,0,1,0,1,0,0,0,0,2,0
201811,Noviembre de 2018,7,Castilla y Leon,42,Soria,42026,Arenillas,2,0,0,1,0,1,0,0,0,0,2,0
201812,Diciembre de 2018,7,Castilla y Leon,42,Soria,42026,Arenillas,2,0,0,1,0,1,0,0,0,0,2,0
201801,Enero de 2018,7,Castilla y Leon,42,Soria,42055,Casarejos,10,0,0,5,0,2,3,1,1,0,7,1
201802,Febrero de 2018,7,Castilla y Leon,42,Soria,42055,Casarejos,9,0,0,5,0,1,3,1,1,0,6,1
201803,Marzo de 2018,7,Castilla y Leon,42,Soria,42055,Casarejos,9,0,0,5,0,1,3,1,1,0,6,1
201804,Abril de 2018,7,Castilla y Leon,42,Soria,42055,Casarejos,8,0,0,5,0,0,3,1,1,0,5,1
201805,Mayo de 2018,7,Castilla y Leon,42,Soria,42055,Casarejos,7,0,0,4,0,0,3,1,1,0,4,1
201806,Junio de 2018,7,Castilla y Leon,42,Soria,42055,Casarejos,6,0,0,3,0,0,3,1,1,0,3,1
201807,Julio de 2018,7,Castilla y Leon,42,Soria,42055,Casarejos,5,0,0,2,0,0,3,0,1,0,3,1
201808,Agosto de 2018,7,Castilla y Leon,42,Soria,42055,Casarejos,5,0,0,2,0,0,3,0,1,0,3,1
201809,Septiembre de 2018,7,Castilla y Leon,42,Soria,42055,Casarejos,5,0,0,2,0,0,3,0,1,0,3,1
201810,Octubre de 2018,7,Castilla y Leon,42,Soria,42055,Casarejos,5,0,0,2,0,0,3,0,1,0,3,1
201811,Noviembre de 2018,7,Castilla y Leon,42,Soria,42055,Casarejos,6,0,0,3,0,0,3,0,1,0,4,1
201812,Diciembre de 2018,7,Castilla y Leon,42,Soria,42055,Casarejos,9,0,2,4,0,0,3,0,3,0,5,1
201801,Enero de 2018,7,Castilla y Leon,42,Soria,42068,Coscurita,1,0,0,0,0,1,0,0,0,0,1,0
201802,Febrero de 2018,7,Castilla y Leon,42,Soria,42068,Coscurita,1,1,0,0,0,0,0,0,0,0,0,1
201803,Marzo de 2018,7,Castilla y Leon,42,Soria,42068,Coscurita,0,0,0,0,0,0,0,0,0,0,0,0
201804,Abril de 2018,7,Castilla y Leon,42,Soria,42068,Coscurita,0,0,0,0,0,0,0,0,0,0,0,0
201805,Mayo de 2018,7,Castilla y Leon,42,Soria,42068,Coscurita,0,0,0,0,0,0,0,0,0,0,0,0
201806,Junio de 2018,7,Castilla y Leon,42,Soria,42068,Coscurita,0,0,0,0,0,0,0,0,0,0,0,0
201807,Julio de 2018,7,Castilla y Leon,42,Soria,42068,Coscurita,0,0,0,0,0,0,0,0,0,0,0,0
201808,Agosto de 2018,7,Castilla y Leon,42,Soria,42068,Coscurita,0,0,0,0,0,0,0,0,0,0,0,0
201809,Septiembre de 2018,7,Castilla y Leon,42,Soria,42068,Coscurita,0,0,0,0,0,0,0,0,0,0,0,0
201810,Octubre de 2018,7,Castilla y Leon,42,Soria,42068,Coscurita,0,0,0,0,0,0,0,0,0,0,0,0
201811,Noviembre de 2018,7,Castilla y Leon,42,Soria,42068,Coscurita,1,0,1,0,0,0,0,0,1,0,0,0
201812,Diciembre de 2018,7,Castilla y Leon,42,Soria,42068,Coscurita,2,0,1,1,0,0,0,0,1,0,1,0
201801,Enero de 2018,7,Castilla y Leon,42,Soria,42132,Noviercas,1,0,0,0,0,0,1,0,0,0,1,0
201802,Febrero de 2018,7,Castilla y Leon,42,Soria,42132,Noviercas,2,0,0,0,0,1,1,0,0,0,2,0
201803,Marzo de 2018,7,Castilla y Leon,42,Soria,42132,Noviercas,2,0,0,0,0,1,1,0,0,0,2,0
201804,Abril de 2018,7,Castilla y Leon,42,Soria,42132,Noviercas,2,0,0,0,0,1,1,0,0,0,2,0
201805,Mayo de 2018,7,Castilla y Leon,42,Soria,42132,Noviercas,2,0,0,0,0,1,1,0,0,0,2,0
201806,Junio de 2018,7,Castilla y Leon,42,Soria,42132,Noviercas,2,0,0,0,0,1,1,0,0,0,2,0
201807,Julio de 2018,7,Castilla y Leon,42,Soria,42132,Noviercas,0,0,0,0,0,0,0,0,0,0,0,0
201808,Agosto de 2018,7,Castilla y Leon,42,Soria,42132,Noviercas,0,0,0,0,0,0,0,0,0,0,0,0
201809,Septiembre de 2018,7,Castilla y Leon,42,Soria,42132,Noviercas,0,0,0,0,0,0,0,0,0,0,0,0
201810,Octubre de 2018,7,Castilla y Leon,42,Soria,42132,Noviercas,0,0,0,0,0,0,0,0,0,0,0,0
201811,Noviembre de 2018,7,Castilla y Leon,42,Soria,42132,Noviercas,1,0,0,0,0,1,0,0,0,0,1,0
201812,Diciembre de 2018,7,Castilla y Leon,42,Soria,42132,Noviercas,1,0,0,0,0,1,0,0,0,0,1,0
201801,Enero de 2018,7,Castilla y Leon,42,Soria,42142,Pozalmuro,1,0,0,1,0,0,0,0,0,0,1,0
201802,Febrero de 2018,7,Castilla y Leon,42,Soria,42142,Pozalmuro,1,0,0,1,0,0,0,0,0,0,1,0
201803,Marzo de 2018,7,Castilla y Leon,42,Soria,42142,Pozalmuro,1,0,0,1,0,0,0,0,0,0,1,0
201804,Abril de 2018,7,Castilla y Leon,42,Soria,42142,Pozalmuro,1,0,0,1,0,0,0,0,0,0,1,0
201805,Mayo de 2018,7,Castilla y Leon,42,Soria,42142,Pozalmuro,1,0,0,1,0,0,0,0,0,0,1,0
201806,Junio de 2018,7,Castilla y Leon,42,Soria,42142,Pozalmuro,1,0,0,1,0,0,0,0,0,0,1,0
201807,Julio de 2018,7,Castilla y Leon,42,Soria,42142,Pozalmuro,1,0,0,1,0,0,0,0,0,0,1,0
201808,Agosto de 2018,7,Castilla y Leon,42,Soria,42142,Pozalmuro,2,0,0,2,0,0,0,0,0,0,2,0
201809,Septiembre de 2018,7,Castilla y Leon,42,Soria,42142,Pozalmuro,2,0,0,2,0,0,0,0,0,0,2,0
201810,Octubre de 2018,7,Castilla y Leon,42,Soria,42142,Pozalmuro,2,0,0,2,0,0,0,0,0,0,2,0
201811,Noviembre de 2018,7,Castilla y Leon,42,Soria,42142,Pozalmuro,1,0,0,1,0,0,0,0,0,0,1,0
201812,Diciembre de 2018,7,Castilla y Leon,42,Soria,42142,Pozalmuro,2,0,0,2,0,0,0,0,0,0,2,0
201801,Enero de 2018,7,Castilla y Leon,42,Soria,42154,Renieblas,3,0,1,1,0,1,0,0,0,0,3,0
201802,Febrero de 2018,7,Castilla y Leon,42,Soria,42154,Renieblas,3,0,1,1,0,1,0,0,0,0,3,0
201803,Marzo de 2018,7,Castilla y Leon,42,Soria,42154,Renieblas,4,0,1,1,0,2,0,0,0,0,4,0
201804,Abril de 2018,7,Castilla y Leon,42,Soria,42154,Renieblas,5,0,2,1,0,2,0,0,0,0,5,0
201805,Mayo de 2018,7,Castilla y Leon,42,Soria,42154,Renieblas,5,0,1,1,1,2,0,0,0,0,5,0
201806,Junio de 2018,7,Castilla y Leon,42,Soria,42154,Renieblas,5,0,1,1,1,2,0,0,0,0,5,0
201807,Julio de 2018,7,Castilla y Leon,42,Soria,42154,Renieblas,5,0,0,2,0,2,1,2,0,0,3,0
201808,Agosto de 2018,7,Castilla y Leon,42,Soria,42154,Renieblas,7,0,1,2,0,2,2,2,1,0,3,1
201809,Septiembre de 2018,7,Castilla y Leon,42,Soria,42154,Renieblas,9,0,2,3,0,2,2,3,1,0,4,1
201810,Octubre de 2018,7,Castilla y Leon,42,Soria,42154,Renieblas,9,0,1,2,1,2,3,2,1,0,5,1
201811,Noviembre de 2018,7,Castilla y Leon,42,Soria,42154,Renieblas,8,0,1,2,1,3,1,2,0,0,5,1
201812,Diciembre de 2018,7,Castilla y Leon,42,Soria,42154,Renieblas,9,0,3,2,0,3,1,2,0,0,6,1
201801,Enero de 2018,7,Castilla y Leon,42,Soria,42184,Torlengua,0,0,0,0,0,0,0,0,0,0,0,0
201802,Febrero de 2018,7,Castilla y Leon,42,Soria,42184,Torlengua,0,0,0,0,0,0,0,0,0,0,0,0
201803,Marzo de 2018,7,Castilla y Leon,42,Soria,42184,Torlengua,0,0,0,0,0,0,0,0,0,0,0,0
201804,Abril de 2018,7,Castilla y Leon,42,Soria,42184,Torlengua,0,0,0,0,0,0,0,0,0,0,0,0
201805,Mayo de 2018,7,Castilla y Leon,42,Soria,42184,Torlengua,0,0,0,0,0,0,0,0,0,0,0,0
201806,Junio de 2018,7,Castilla y Leon,42,Soria,42184,Torlengua,0,0,0,0,0,0,0,0,0,0,0,0
201807,Julio de 2018,7,Castilla y Leon,42,Soria,42184,Torlengua,0,0,0,0,0,0,0,0,0,0,0,0
201808,Agosto de 2018,7,Castilla y Leon,42,Soria,42184,Torlengua,0,0,0,0,0,0,0,0,0,0,0,0
201809,Septiembre de 2018,7,Castilla y Leon,42,Soria,42184,Torlengua,0,0,0,0,0,0,0,0,0,0,0,0
201810,Octubre de 2018,7,Castilla y Leon,42,Soria,42184,Torlengua,0,0,0,0,0,0,0,0,0,0,0,0
201811,Noviembre de 2018,7,Castilla y Leon,42,Soria,42184,Torlengua,0,0,0,0,0,0,0,0,0,0,0,0
201812,Diciembre de 2018,7,Castilla y Leon,42,Soria,42184,Torlengua,0,0,0,0,0,0,0,0,0,0,0,0
201801,Enero de 2018,7,Castilla y Leon,42,Soria,42010,Aldealices,0,0,0,0,0,0,0,0,0,0,0,0
201802,Febrero de 2018,7,Castilla y Leon,42,Soria,42010,Aldealices,0,0,0,0,0,0,0,0,0,0,0,0
201803,Marzo de 2018,7,Castilla y Leon,42,Soria,42010,Aldealices,0,0,0,0,0,0,0,0,0,0,0,0
201804,Abril de 2018,7,Castilla y Leon,42,Soria,42010,Aldealices,0,0,0,0,0,0,0,0,0,0,0,0
201805,Mayo de 2018,7,Castilla y Leon,42,Soria,42010,Aldealices,0,0,0,0,0,0,0,0,0,0,0,0
201806,Junio de 2018,7,Castilla y Leon,42,Soria,42010,Aldealices,1,0,0,0,0,1,0,1,0,0,0,0
201807,Julio de 2018,7,Castilla y Leon,42,Soria,42010,Aldealices,1,0,0,0,0,1,0,1,0,0,0,0
201808,Agosto de 2018,7,Castilla y Leon,42,Soria,42010,Aldealices,1,0,0,0,0,1,0,1,0,0,0,0
201809,Septiembre de 2018,7,Castilla y Leon,42,Soria,42010,Aldealices,0,0,0,0,0,0,0,0,0,0,0,0
201810,Octubre de 2018,7,Castilla y Leon,42,Soria,42010,Aldealices,2,0,0,1,0,1,0,2,0,0,0,0
201811,Noviembre de 2018,7,Castilla y Leon,42,Soria,42010,Aldealices,1,0,0,0,0,1,0,1,0,0,0,0
201812,Diciembre de 2018,7,Castilla y Leon,42,Soria,42010,Aldealices,1,0,0,0,0,1,0,1,0,0,0,0
201801,Enero de 2018,7,Castilla y Leon,42,Soria,42011,Aldealpozo,0,0,0,0,0,0,0,0,0,0,0,0
201802,Febrero de 2018,7,Castilla y Leon,42,Soria,42011,Aldealpozo,0,0,0,0,0,0,0,0,0,0,0,0
201803,Marzo de 2018,7,Castilla y Leon,42,Soria,42011,Aldealpozo,0,0,0,0,0,0,0,0,0,0,0,0
201804,Abril de 2018,7,Castilla y Leon,42,Soria,42011,Aldealpozo,0,0,0,0,0,0,0,0,0,0,0,0
201805,Mayo de 2018,7,Castilla y Leon,42,Soria,42011,Aldealpozo,0,0,0,0,0,0,0,0,0,0,0,0
201806,Junio de 2018,7,Castilla y Leon,42,Soria,42011,Aldealpozo,0,0,0,0,0,0,0,0,0,0,0,0
201807,Julio de 2018,7,Castilla y Leon,42,Soria,42011,Aldealpozo,0,0,0,0,0,0,0,0,0,0,0,0
201808,Agosto de 2018,7,Castilla y Leon,42,Soria,42011,Aldealpozo,0,0,0,0,0,0,0,0,0,0,0,0
201809,Septiembre de 2018,7,Castilla y Leon,42,Soria,42011,Aldealpozo,0,0,0,0,0,0,0,0,0,0,0,0
201810,Octubre de 2018,7,Castilla y Leon,42,Soria,42011,Aldealpozo,0,0,0,0,0,0,0,0,0,0,0,0
201811,Noviembre de 2018,7,Castilla y Leon,42,Soria,42011,Aldealpozo,0,0,0,0,0,0,0,0,0,0,0,0
201812,Diciembre de 2018,7,Castilla y Leon,42,Soria,42011,Aldealpozo,0,0,0,0,0,0,0,0,0,0,0,0
201801,Enero de 2018,7,Castilla y Leon,42,Soria,42015,Alentisque,0,0,0,0,0,0,0,0,0,0,0,0
201802,Febrero de 2018,7,Castilla y Leon,42,Soria,42015,Alentisque,0,0,0,0,0,0,0,0,0,0,0,0
201803,Marzo de 2018,7,Castilla y Leon,42,Soria,42015,Alentisque,0,0,0,0,0,0,0,0,0,0,0,0
201804,Abril de 2018,7,Castilla y Leon,42,Soria,42015,Alentisque,0,0,0,0,0,0,0,0,0,0,0,0
201805,Mayo de 2018,7,Castilla y Leon,42,Soria,42015,Alentisque,0,0,0,0,0,0,0,0,0,0,0,0
201806,Junio de 2018,7,Castilla y Leon,42,Soria,42015,Alentisque,0,0,0,0,0,0,0,0,0,0,0,0
201807,Julio de 2018,7,Castilla y Leon,42,Soria,42015,Alentisque,0,0,0,0,0,0,0,0,0,0,0,0
201808,Agosto de 2018,7,Castilla y Leon,42,Soria,42015,Alentisque,0,0,0,0,0,0,0,0,0,0,0,0
201809,Septiembre de 2018,7,Castilla y Leon,42,Soria,42015,Alentisque,0,0,0,0,0,0,0,0,0,0,0,0
201810,Octubre de 2018,7,Castilla y Leon,42,Soria,42015,Alentisque,0,0,0,0,0,0,0,0,0,0,0,0
201811,Noviembre de 2018,7,Castilla y Leon,42,Soria,42015,Alentisque,0,0,0,0,0,0,0,0,0,0,0,0
201812,Diciembre de 2018,7,Castilla y Leon,42,Soria,42015,Alentisque,0,0,0,0,0,0,0,0,0,0,0,0
201801,Enero de 2018,7,Castilla y Leon,42,Soria,42023,Alpanseque,1,0,0,1,0,0,0,0,0,0,1,0
201802,Febrero de 2018,7,Castilla y Leon,42,Soria,42023,Alpanseque,1,0,0,1,0,0,0,0,0,0,1,0
201803,Marzo de 2018,7,Castilla y Leon,42,Soria,42023,Alpanseque,1,0,0,1,0,0,0,0,0,0,1,0
201804,Abril de 2018,7,Castilla y Leon,42,Soria,42023,Alpanseque,1,0,0,1,0,0,0,0,0,0,1,0
201805,Mayo de 2018,7,Castilla y Leon,42,Soria,42023,Alpanseque,1,0,0,1,0,0,0,0,0,0,1,0
201806,Junio de 2018,7,Castilla y Leon,42,Soria,42023,Alpanseque,1,0,0,1,0,0,0,0,0,1,0,0
201807,Julio de 2018,7,Castilla y Leon,42,Soria,42023,Alpanseque,0,0,0,0,0,0,0,0,0,0,0,0
201808,Agosto de 2018,7,Castilla y Leon,42,Soria,42023,Alpanseque,0,0,0,0,0,0,0,0,0,0,0,0
201809,Septiembre de 2018,7,Castilla y Leon,42,Soria,42023,Alpanseque,0,0,0,0,0,0,0,0,0,0,0,0
201810,Octubre de 2018,7,Castilla y Leon,42,Soria,42023,Alpanseque,0,0,0,0,0,0,0,0,0,0,0,0
201811,Noviembre de 2018,7,Castilla y Leon,42,Soria,42023,Alpanseque,0,0,0,0,0,0,0,0,0,0,0,0
201812,Diciembre de 2018,7,Castilla y Leon,42,Soria,42023,Alpanseque,0,0,0,0,0,0,0,0,0,0,0,0
201801,Enero de 2018,7,Castilla y Leon,42,Soria,42051,Carabantes,0,0,0,0,0,0,0,0,0,0,0,0
201802,Febrero de 2018,7,Castilla y Leon,42,Soria,42051,Carabantes,0,0,0,0,0,0,0,0,0,0,0,0
201803,Marzo de 2018,7,Castilla y Leon,42,Soria,42051,Carabantes,0,0,0,0,0,0,0,0,0,0,0,0
201804,Abril de 2018,7,Castilla y Leon,42,Soria,42051,Carabantes,0,0,0,0,0,0,0,0,0,0,0,0
201805,Mayo de 2018,7,Castilla y Leon,42,Soria,42051,Carabantes,0,0,0,0,0,0,0,0,0,0,0,0
201806,Junio de 2018,7,Castilla y Leon,42,Soria,42051,Carabantes,0,0,0,0,0,0,0,0,0,0,0,0
201807,Julio de 2018,7,Castilla y Leon,42,Soria,42051,Carabantes,0,0,0,0,0,0,0,0,0,0,0,0
201808,Agosto de 2018,7,Castilla y Leon,42,Soria,42051,Carabantes,0,0,0,0,0,0,0,0,0,0,0,0
201809,Septiembre de 2018,7,Castilla y Leon,42,Soria,42051,Carabantes,0,0,0,0,0,0,0,0,0,0,0,0
201810,Octubre de 2018,7,Castilla y Leon,42,Soria,42051,Carabantes,0,0,0,0,0,0,0,0,0,0,0,0
201811,Noviembre de 2018,7,Castilla y Leon,42,Soria,42051,Carabantes,0,0,0,0,0,0,0,0,0,0,0,0
201812,Diciembre de 2018,7,Castilla y Leon,42,Soria,42051,Carabantes,0,0,0,0,0,0,0,0,0,0,0,0
201801,Enero de 2018,7,Castilla y Leon,42,Soria,42057,Castilruiz,4,0,0,3,0,0,1,0,0,2,2,0
201802,Febrero de 2018,7,Castilla y Leon,42,Soria,42057,Castilruiz,4,0,0,3,0,0,1,0,0,2,2,0
201803,Marzo de 2018,7,Castilla y Leon,42,Soria,42057,Castilruiz,5,1,0,3,0,0,1,1,0,2,2,0
201804,Abril de 2018,7,Castilla y Leon,42,Soria,42057,Castilruiz,3,0,0,2,0,0,1,0,0,2,1,0
201805,Mayo de 2018,7,Castilla y Leon,42,Soria,42057,Castilruiz,3,0,0,2,0,0,1,0,0,2,1,0
201806,Junio de 2018,7,Castilla y Leon,42,Soria,42057,Castilruiz,4,0,0,3,0,0,1,0,0,2,2,0
201807,Julio de 2018,7,Castilla y Leon,42,Soria,42057,Castilruiz,5,0,0,3,0,0,2,0,0,2,3,0
201808,Agosto de 2018,7,Castilla y Leon,42,Soria,42057,Castilruiz,5,0,0,3,0,0,2,0,0,2,3,0
201809,Septiembre de 2018,7,Castilla y Leon,42,Soria,42057,Castilruiz,5,0,0,3,0,0,2,0,0,2,3,0
201810,Octubre de 2018,7,Castilla y Leon,42,Soria,42057,Castilruiz,4,0,0,2,0,0,2,0,0,2,2,0
201811,Noviembre de 2018,7,Castilla y Leon,42,Soria,42057,Castilruiz,4,0,0,2,0,0,2,0,0,2,2,0
201812,Diciembre de 2018,7,Castilla y Leon,42,Soria,42057,Castilruiz,5,0,0,3,0,0,2,0,1,2,2,0
201801,Enero de 2018,7,Castilla y Leon,42,Soria,42050,Cañamaque,0,0,0,0,0,0,0,0,0,0,0,0
201802,Febrero de 2018,7,Castilla y Leon,42,Soria,42050,Cañamaque,0,0,0,0,0,0,0,0,0,0,0,0
201803,Marzo de 2018,7,Castilla y Leon,42,Soria,42050,Cañamaque,0,0,0,0,0,0,0,0,0,0,0,0
201804,Abril de 2018,7,Castilla y Leon,42,Soria,42050,Cañamaque,0,0,0,0,0,0,0,0,0,0,0,0
201805,Mayo de 2018,7,Castilla y Leon,42,Soria,42050,Cañamaque,0,0,0,0,0,0,0,0,0,0,0,0
201806,Junio de 2018,7,Castilla y Leon,42,Soria,42050,Cañamaque,0,0,0,0,0,0,0,0,0,0,0,0
201807,Julio de 2018,7,Castilla y Leon,42,Soria,42050,Cañamaque,0,0,0,0,0,0,0,0,0,0,0,0
201808,Agosto de 2018,7,Castilla y Leon,42,Soria,42050,Cañamaque,0,0,0,0,0,0,0,0,0,0,0,0
201809,Septiembre de 2018,7,Castilla y Leon,42,Soria,42050,Cañamaque,0,0,0,0,0,0,0,0,0,0,0,0
201810,Octubre de 2018,7,Castilla y Leon,42,Soria,42050,Cañamaque,0,0,0,0,0,0,0,0,0,0,0,0
201811,Noviembre de 2018,7,Castilla y Leon,42,Soria,42050,Cañamaque,0,0,0,0,0,0,0,0,0,0,0,0
201812,Diciembre de 2018,7,Castilla y Leon,42,Soria,42050,Cañamaque,0,0,0,0,0,0,0,0,0,0,0,0
201801,Enero de 2018,7,Castilla y Leon,42,Soria,42113,Medinaceli,23,2,7,5,1,1,7,1,0,2,19,1
201802,Febrero de 2018,7,Castilla y Leon,42,Soria,42113,Medinaceli,26,3,6,5,2,2,8,1,0,2,22,1
201803,Marzo de 2018,7,Castilla y Leon,42,Soria,42113,Medinaceli,26,2,8,4,1,3,8,1,1,3,20,1
201804,Abril de 2018,7,Castilla y Leon,42,Soria,42113,Medinaceli,21,1,8,2,1,1,8,1,1,2,16,1
201805,Mayo de 2018,7,Castilla y Leon,42,Soria,42113,Medinaceli,17,1,6,0,1,3,6,1,1,1,13,1
201806,Junio de 2018,7,Castilla y Leon,42,Soria,42113,Medinaceli,17,1,3,1,1,5,6,1,0,1,14,1
201807,Julio de 2018,7,Castilla y Leon,42,Soria,42113,Medinaceli,15,0,3,1,0,6,5,0,1,0,14,0
201808,Agosto de 2018,7,Castilla y Leon,42,Soria,42113,Medinaceli,15,0,2,2,1,4,6,1,1,1,12,0
201809,Septiembre de 2018,7,Castilla y Leon,42,Soria,42113,Medinaceli,13,0,1,1,1,3,7,1,0,1,11,0
201810,Octubre de 2018,7,Castilla y Leon,42,Soria,42113,Medinaceli,12,0,3,0,1,2,6,0,0,1,11,0
201811,Noviembre de 2018,7,Castilla y Leon,42,Soria,42113,Medinaceli,12,0,3,0,1,2,6,0,0,2,10,0
201812,Diciembre de 2018,7,Castilla y Leon,42,Soria,42113,Medinaceli,19,1,8,0,1,3,6,0,0,2,17,0
201801,Enero de 2018,7,Castilla y Leon,42,Soria,42176,Tajahuerce,0,0,0,0,0,0,0,0,0,0,0,0
201802,Febrero de 2018,7,Castilla y Leon,42,Soria,42176,Tajahuerce,0,0,0,0,0,0,0,0,0,0,0,0
201803,Marzo de 2018,7,Castilla y Leon,42,Soria,42176,Tajahuerce,0,0,0,0,0,0,0,0,0,0,0,0
201804,Abril de 2018,7,Castilla y Leon,42,Soria,42176,Tajahuerce,0,0,0,0,0,0,0,0,0,0,0,0
201805,Mayo de 2018,7,Castilla y Leon,42,Soria,42176,Tajahuerce,0,0,0,0,0,0,0,0,0,0,0,0
201806,Junio de 2018,7,Castilla y Leon,42,Soria,42176,Tajahuerce,0,0,0,0,0,0,0,0,0,0,0,0
201807,Julio de 2018,7,Castilla y Leon,42,Soria,42176,Tajahuerce,0,0,0,0,0,0,0,0,0,0,0,0
201808,Agosto de 2018,7,Castilla y Leon,42,Soria,42176,Tajahuerce,0,0,0,0,0,0,0,0,0,0,0,0
201809,Septiembre de 2018,7,Castilla y Leon,42,Soria,42176,Tajahuerce,0,0,0,0,0,0,0,0,0,0,0,0
201810,Octubre de 2018,7,Castilla y Leon,42,Soria,42176,Tajahuerce,0,0,0,0,0,0,0,0,0,0,0,0
201811,Noviembre de 2018,7,Castilla y Leon,42,Soria,42176,Tajahuerce,0,0,0,0,0,0,0,0,0,0,0,0
201812,Diciembre de 2018,7,Castilla y Leon,42,Soria,42176,Tajahuerce,0,0,0,0,0,0,0,0,0,0,0,0
201801,Enero de 2018,7,Castilla y Leon,42,Soria,42192,Valdegeña,1,0,0,0,0,0,1,0,0,0,1,0
201802,Febrero de 2018,7,Castilla y Leon,42,Soria,42192,Valdegeña,1,0,0,0,0,0,1,0,0,0,1,0
201803,Marzo de 2018,7,Castilla y Leon,42,Soria,42192,Valdegeña,1,0,0,0,0,0,1,0,0,0,1,0
201804,Abril de 2018,7,Castilla y Leon,42,Soria,42192,Valdegeña,1,0,0,0,0,0,1,0,0,0,1,0
201805,Mayo de 2018,7,Castilla y Leon,42,Soria,42192,Valdegeña,1,0,0,0,0,0,1,0,0,0,1,0
201806,Junio de 2018,7,Castilla y Leon,42,Soria,42192,Valdegeña,0,0,0,0,0,0,0,0,0,0,0,0
201807,Julio de 2018,7,Castilla y Leon,42,Soria,42192,Valdegeña,0,0,0,0,0,0,0,0,0,0,0,0
201808,Agosto de 2018,7,Castilla y Leon,42,Soria,42192,Valdegeña,0,0,0,0,0,0,0,0,0,0,0,0
201809,Septiembre de 2018,7,Castilla y Leon,42,Soria,42192,Valdegeña,1,0,0,0,0,0,1,0,0,0,1,0
201810,Octubre de 2018,7,Castilla y Leon,42,Soria,42192,Valdegeña,1,0,0,0,0,0,1,0,0,0,1,0
201811,Noviembre de 2018,7,Castilla y Leon,42,Soria,42192,Valdegeña,1,0,0,0,0,0,1,0,0,0,1,0
201812,Diciembre de 2018,7,Castilla y Leon,42,Soria,42192,Valdegeña,1,0,0,0,0,0,1,0,0,0,1,0
